GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,player_id,player_name
Shot Chart Detail,0021700060,285,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,5,8,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,312,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,2,32,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,0,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,318,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,1,51,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,370,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,10,14,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,49,1,1,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,393,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,8,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,1,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,424,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,6,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,426,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,5,59,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,668,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,3,50,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,64,1,0,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700060,682,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,2,46,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20171025,OKC,IND,203500,Steven Adams
Shot Chart Detail,0021700074,62,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,7,19,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3,41,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,77,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,6,6,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,285,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,3,18,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,13,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,328,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,0,46,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,360,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,10,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,14,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,363,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,10,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,14,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,370,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,9,20,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,11,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,411,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,5,44,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,589,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,6,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,20,1,0,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700074,645,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,1,26,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,44,87,1,0,20171027,MIN,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,30,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,8,53,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-8,60,1,1,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,46,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,7,47,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,61,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,5,33,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,18,1,1,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,85,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,4,6,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,27,1,0,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,107,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,2,46,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,223,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,6,26,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-72,10,1,0,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,266,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,3,0,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,275,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,2,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,12,1,0,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,378,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,5,59,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,0,1,1,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700079,409,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,2,58,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-2,1,1,20171028,CHI,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,40,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,9,6,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,10,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,51,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,8,0,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,71,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,6,4,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,29,1,0,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,114,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,5,15,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,3,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,204,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,7,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,9,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,219,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,6,29,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,17,1,0,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,260,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,3,48,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,273,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,2,41,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,13,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,298,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,0,39,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,35,87,1,1,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700103,335,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,9,22,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,27,1,0,20171031,MIL,OKC,203500,Steven Adams
Shot Chart Detail,0021700129,58,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,7,12,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,6,1,1,20171103,OKC,BOS,203500,Steven Adams
Shot Chart Detail,0021700129,130,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,2,19,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20171103,OKC,BOS,203500,Steven Adams
Shot Chart Detail,0021700129,148,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,0,3,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,0,20171103,OKC,BOS,203500,Steven Adams
Shot Chart Detail,0021700129,263,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,3,58,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,2,1,1,20171103,OKC,BOS,203500,Steven Adams
Shot Chart Detail,0021700129,316,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,11,24,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,35,1,0,20171103,OKC,BOS,203500,Steven Adams
Shot Chart Detail,0021700144,19,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,10,30,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,9,1,1,20171105,POR,OKC,203500,Steven Adams
Shot Chart Detail,0021700144,397,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,5,3,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,16,1,0,20171105,POR,OKC,203500,Steven Adams
Shot Chart Detail,0021700144,573,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,5,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20171105,POR,OKC,203500,Steven Adams
Shot Chart Detail,0021700158,12,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,11,16,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,0,1,1,20171107,SAC,OKC,203500,Steven Adams
Shot Chart Detail,0021700158,16,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,10,47,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,8,1,1,20171107,SAC,OKC,203500,Steven Adams
Shot Chart Detail,0021700158,20,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,10,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20171107,SAC,OKC,203500,Steven Adams
Shot Chart Detail,0021700158,88,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,5,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,25,1,1,20171107,SAC,OKC,203500,Steven Adams
Shot Chart Detail,0021700158,579,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,2,29,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,0,20171107,SAC,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,23,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,9,52,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,14,1,0,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,30,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,9,17,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,37,1,1,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,57,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,7,29,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,22,1,1,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,98,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,4,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,22,1,0,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,271,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,6,50,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,273,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,6,48,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,308,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,4,25,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,29,1,0,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,432,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,5,57,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,21,1,0,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,436,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,5,39,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,16,1,1,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700168,588,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,4,33,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-28,71,1,0,20171109,DEN,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,12,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,11,23,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,30,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,9,8,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,10,83,1,1,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,44,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,7,32,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,59,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,5,46,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,75,28,1,0,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,359,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,7,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,12,1,1,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,460,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,1,51,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,23,1,0,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,554,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,4,21,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,18,1,1,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700223,581,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,2,52,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20171117,SAS,OKC,203500,Steven Adams
Shot Chart Detail,0021700248,40,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,9,18,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-4,1,1,20171120,NOP,OKC,203500,Steven Adams
Shot Chart Detail,0021700248,307,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,3,6,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,1,1,1,20171120,NOP,OKC,203500,Steven Adams
Shot Chart Detail,0021700248,321,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,1,47,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,35,1,1,20171120,NOP,OKC,203500,Steven Adams
Shot Chart Detail,0021700248,385,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,11,5,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,23,1,1,20171120,NOP,OKC,203500,Steven Adams
Shot Chart Detail,0021700248,417,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,8,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20171120,NOP,OKC,203500,Steven Adams
