GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,player_id,player_name
Shot Chart Detail,0021800002,12,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,11,13,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,120,1,0,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,19,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,10,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,27,1,0,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,90,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,5,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,64,1,0,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,98,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,5,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,6,1,1,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,111,203500,Steven Adams,1610612760,Oklahoma City Thunder,1,4,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,12,51,1,0,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,335,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,8,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,0,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,245,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,8,30,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,258,203500,Steven Adams,1610612760,Oklahoma City Thunder,2,7,34,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,442,203500,Steven Adams,1610612760,Oklahoma City Thunder,3,7,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,1,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,642,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,7,35,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,674,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,4,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,23,1,0,20181016,GSW,OKC,203500,Steven Adams
Shot Chart Detail,0021800002,728,203500,Steven Adams,1610612760,Oklahoma City Thunder,4,1,27,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,64,1,1,20181016,GSW,OKC,203500,Steven Adams
